,sub_ingredients_id,sub_ingredients_text,id_ingredient,O_EAN13
1296,fr:cnint la chaleur et,cnint la chaleur et,fr:conseils de conservation Avant ouverture,1
1297,fr:citroenzuur,citroenzuur,fr:voedingszuur,1
1298,fr:contientla,contientla,en:fresh-cream,1
1299,fr:cool,cool,fr:dta,1
1300,fr:cipolla,cipolla,fr:ortaggi,1
1301,fr:dont sels defonte,dont sels defonte,en:melted-powdered-cheese,1
1302,fr:dont lait et guf,dont lait et guf,fr:huile d'olive Grana Padano,1
1303,fr:dont latt et ut,dont latt et ut,fr:fromage dur,1
1304,fr:dont olive verte égouttée,dont olive verte égouttée,en:olives,1
1305,fr:dont olive verte égouttée 10\xa0% et olive noire,dont olive verte égouttée 10% et olive noire,en:olives,1
1306,fr:dont poivre vett,dont poivre vett,en:pepper,1
1307,fr:dont poivron jaune et rouge,dont poivron jaune et rouge,en:bell-pepper,1
1308,fr:dot,dot,en:spice,1
1309,fr:coulis-de-tomates,Coulis de tomates,fr:SAUCE TOMATE ARRABBIATA,1
1310,fr:du poids net,du poids net,fr:ricotta de brebis) mis en oeuvre,1
1311,fr:du poids net,du poids net,fr:viande-de-boeuf-mise-en-oeuvre,1
1312,fr:du poids net total,du poids net total,en:cheese,1
1313,fr:du poids net total,du poids net total,fr:Viandes de bœuf et de porc mises en oeuvre,1
1314,fr:du poids net total,du poids net total,fr:eau.Viande bovine mise en oeuvre,1
1315,fr:du poids net total,du poids net total,fr:eauViande bovine mise en oeuvre,1
1316,fr:dont feuilles de basilic déshydratées,dont feuilles de basilic déshydratées,en:herbs-and-spices,1
1317,fr:dont celeri-feuille,dont celeri-feuille,en:herbs-and-spices,1
1318,fr:dont CELER,dont CELER,en:herbs-and-spices,1
1319,fr:dont,dont,en:tomato-pulp,1
1320,fr:domate copëtuar 65\xa0% ugjeyuledheizi,domate copëtuar 65% ugjeyuledheizi,fr:PËRBËRËSIT,1
1321,fr:deblé,deblé,fr:fat,1
1322,fr:de sodium colorants,de sodium colorants,en:antioxidant,1
1323,fr:de de Provence et Languedoc à base de concentré oignon,de de Provence et Languedoc à base de concentré oignon,fr:Provence et Languedoc,1
1324,fr:câpres 3.3\xa0% eau,câpres 3.3% eau,fr:câpres au vinaigre,1
1325,fr:curcumine soufflés goût pizza,curcumine soufflés goût pizza,en:colour,1
1326,fr:cumin-moulu,cumin moulu,en:spice,1
1327,fr:cuisson avec oignon et ail,cuisson avec oignon et ail,en:sunflower-oil,1
1328,fr:ct maïs,ct maïs,en:acid,1
1329,fr:crant la ngreVienü,crant la ngreVienü,fr:42 de conservation,1
1330,fr:craint lach èuretI'humid4,craint lach èuretI'humid4,fr:e-ryeçonsetvation,1
1331,fr:craint la chaleur et l'humidité,craint la chaleur et l'humidité,fr:exfiit dépica onseils de conservation,1
1332,fr:cr Ys,cr Ys,en:shrimp,1
1333,fr:citicacidÇ*0rganic SAUCE TOMATE AVEC POIVRON et PIMENT,citicacidÇ*0rganic SAUCE TOMATE AVEC POIVRON et PIMENT,fr:acidifying,1
1334,fr:cheddar-orange,cheddar orange,fr:cheddar-orange-fondu,1
1335,fr:_lait_ bovin,_lait_ bovin,en:cheese,1
1336,fr:acido lattico,acido lattico,fr:correttore d'acidità,1
1337,fr:acide lactique végétarien,acide lactique végétarien,en:acid,1
1338,fr:acide lactiquea sauce,acide lactiquea sauce,en:acid,1
1339,fr:acide lactiquel ail,acide lactiquel ail,fr:sel correcteur dlacìdité,1
1340,fr:acide sorbique soufflés goût bacon,acide sorbique soufflés goût bacon,en:preservative,1
1341,fr:acidi grassi saturi-dont,acidi grassi saturi-dont,fr:DICHIARAZIONE Energia-Énergie-Energie Og Grassi-Graisses-Fett Og di cui,1
1342,fr:acido latta pi di attra frutta a guscio,acido latta pi di attra frutta a guscio,fr:90rrottoro di acidità,1
1343,fr:actdelactlque,actdelactlque,en:acid,1
1344,fr:anchois-sales,anchois salés,fr:épice] .- fromage Parmigiano,1
1345,fr:aiguillettes-de-poulet,aiguillettes de poulet,fr:aiguillettes-de-poulet,1
1346,fr:amidon de pois amidon de maïs,amidon de pois amidon de maïs,en:vermicelli,1
1347,fr:anchois g,anchois g,en:anchovy-paste,1
1348,fr:anchois sales Engraulis encrasicolus,poisson'},fr:crème d'anchois,1
1349,fr:anchois-sales,_anchois_ salés,fr:anchoïade,1
1350,fr:anchois-sales,anchois salés,en:anchovy-paste,1
1351,fr:acide lactique poivre,acide lactique poivre,en:acid,1
1352,fr:acide lactique de maïs,acide lactique de maïs,en:acid,1
1353,fr:acide lactique Allergéne,acide lactique Allergéne,en:acidity-regulator,1
1354,fr:acide lactiqlll sauce dans une casserole et rechaufferàfeudou\\ endant+l,acide lactiqlll sauce dans une casserole et rechaufferàfeudou\\ endant+l,en:acid,1
1355,fr:acide lacfiqije,acide lacfiqije,fr:arôme naturel acidifiant,1
1356,fr:acide hctique,acide hctique,en:acid,1
1357,fr:acide cittrique,acide cittrique,en:acid,1
1358,fr:acide citrique arômes,acide citrique arômes,en:acidity-regulator,1
1359,fr:acide citri ue,acide citri ue,en:acid,1
1360,fr:acide citnque et acide lactique acide ascorbique,acide citnque et acide lactique acide ascorbique,fr:C ets vertes dénoyautées réduites en sel atrecteurs,1
1361,fr:acide ascorbique-extrait de piment,acide ascorbique-extrait de piment,en:antioxidant,1
1362,fr:acide ail,acide ail,en:acid,1
1363,fr:acide .citrique.Na1euts,acide .citrique.Na1euts,en:acidity-regulator,1
1364,fr:aci,aci,en:acid,1
1365,fr:ac,ac,fr:correcteur d'acidifi,1
1366,fr:ac,ac,en:salt,1
1367,fr:aade lactique e270,aade lactique e270,"fr:pignons de pin 0,3 % vinaige de Corredteurs d'acidité",1
1368,fr:anchois-sales,anchois salés,fr:crème d'anchois,1
1369,fr:ane,ane,en:herb,1
1370,fr:cheddar-orange,CHEDDAR orange,fr:cheddar-orange-fondu,1
1371,fr:caramel I ordinaire,caramel I ordinaire,en:colour,1
1372,fr:biologische Zutat,biologische Zutat,fr:Anacardes* ? Basilic* ? Pinienkerne,1
1373,fr:bit,bit,fr:fabriqué dons un atelier iJtitrnnt,1
1374,fr:bêta-carotène.sauce tartare,bêta-carotène.sauce tartare,en:colour,1
1375,fr:calcum disodium EDTA,calcum disodium EDTA,fr:antiorydant,1
1376,fr:caoténoidese Teneur Ee en grase %,caoténoidese Teneur Ee en grase %,fr:poudre de lait écrémés consetvateur sortate de poussiumj acidifiant acide ciMquq colorant,1
1377,fr:caramel 450C,caramel 450C,en:colour,1
1378,fr:caramel ordinaire-extrait de poivre,caramel ordinaire-extrait de poivre,en:colour,1
1379,fr:après,après,fr:Ville Conseils de conservation,1
1380,fr:carote?,carote?,fr:verdure,1
1381,fr:carraghénangs,carraghénangs,en:gelling-agent,1
1382,fr:carténoïdes,carténoïdes,en:colour,1
1383,fr:ccremc,ccremc,en:colour,1
1384,fr:celeri-branche,CELERI-branche,en:herbs-and-spices,1
1385,fr:cellulose et gomme de xanthanee,cellulose et gomme de xanthanee,fr:épaississ nts,1
1386,fr:benzoate de sodium et sorbatė de potassium,benzoate de sodium et sorbatė de potassium,en:preservative,1
1387,fr:basilic* huile de tournesol,basilic* huile de tournesol,fr:PARMIGIANO REGGIANO et PIGNONS #éilents,1
1388,fr:basilic rouge,basilic rouge,fr:Préparation au basilic rouge,1
1389,fr:basilic 41 huile de tournesol,basilic 41 huile de tournesol,fr:BASILIC grédients,1
1390,fr:avec extraits dloignons et d'ail frit,avec extraits dloignons et d'ail frit,en:sunflower-oil,1
1391,fr:avec extraits d'oignons et dail frit,avec extraits d'oignons et dail frit,en:sunflower-oil,1
1392,fr:avec des extraits d'oignons et d'ail frits,avec des extraits d'oignons et d'ail frits,fr:huile đe tournesol,1
1393,fr:avec des extraits d'oignon et d'ail frits,avec des extraits d'oignon et d'ail frits,en:sunflower-oil,1
1394,fr:avec aitid'oigno ail frit,avec aitid'oigno ail frit,en:sunflower-oil,1
1395,fr:auberpines,auberpines,fr:#dlents,1
1396,fr:au moins 50\xa0% de Grande Champagne,au moins 50% de Grande Champagne,fr:Cognac Fine Champagne,1
1397,fr:ascorbic acid,ascorbic acid,fr:antioxidant agent,1
1398,fr:ascorbate de sodium muscade,ascorbate de sodium muscade,en:antioxidant,1
1399,fr:ascorbate de sodium conservateur,ascorbate de sodium conservateur,en:antioxidant,1
1400,fr:ascorb,ascorb,en:antioxidant,1
1401,fr:arôme naturel de vinaigre de citron,arôme naturel de vinaigre de citron,fr:mélange d'herbes,1
1402,fr:ar extravergine,ar extravergine,fr:pol remo r,1
1403,en:sheeps-milk,_Lait_ de brebis,en:pecorino-romano,1
1404,en:mustard,moutarde,en:gherkin,1
1405,en:sheeps-milk,LECHE de oveja,en:pecorino-romano,1
1406,en:colza-oil,huile de colza,en:vegetable-oil-and-fat,1
1407,en:cooked-rice,riz cuisiné,fr:salade-composee,1
1408,en:cooked-rice,Riz cuit,fr:Riz cuit préparé aux poivrons et émincé de filet de poulet traité en salaison cuit rôti,1
1409,en:cooked-rice,Riz cuit,fr:Riz basmati aux graines de sésame,1
1410,en:concentrated-shallot-juice,jus d échalote concentré,fr:extrait d échalote,1
1411,en:concentrated-lemon-juice,jus de citron concentré,en:dried-lemon-juice,1
1412,en:concentrated-grape-juice,jus de raisin concentré,fr:crème à base de vinaigre balsamique de Modène,1
1413,en:concentrate,concentré,en:tomato,1
1414,en:colza-oil,huile de colza,fr:vinaigrette à la moutarde,1
1415,en:colza-oil,huile de colza,fr:sauce condimentaire à l'ail,1
1416,en:colza-oil,huile de colza,fr:sauce condimentaire au vin rouge de bourgogne,1
1417,en:colza-oil,huile de colza,fr:sauce condimentaire,1
1418,en:colza-oil,huile de colza,fr:sauce caesar,1
1419,en:colza-oil,huile de colza,fr:arôme naturel d'aneth.sauce bourguignonne,1
1420,en:colza-oil,huile de colza,en:vegetable-oil,1
1421,en:cognac,cognac,en:modified-cognac,1
1422,en:colza-oil,huile de colza,en:shallot,1
1423,en:colza-oil,huile de colza,en:oil,1
1424,en:colza-oil,huile de colza,en:durum-wheat-semolina,1
1425,en:colza-oil,huile de colza,en:capers,1
1426,en:colza-oil,colza,fr:Huiles végétales en l'état et hydrogénées,1
1427,en:colza-oil,Huile de colza,fr:émulsionnée Sauce froide ln rédients,1
1428,en:colza-oil,Huile de colza,fr:TARTARE,1
1429,en:colza-oil,Huile de colza,fr:Spécialité à base d'oeufs de cabillaud Ingrédients,1
1430,en:colza-oil,Huile de colza,fr:BEARNAISE,1
1431,en:colza-oil,Huile de colza,fr:AMERICAINE,1
1432,en:colza-oil,Huile de Colza,en:vegetable-oil,1
1433,en:colza-oil,,fr:mélange de matières grasses,1
1434,en:colour,e150c,en:flavouring,1
1435,en:coriander,coriander,en:spice,1
1436,en:coriander,coriandre,fr:mélange d'épices et plantes aromatiques en poudre,1
1437,en:coriander,coriandre,fr:épices de curry,1
1438,en:coriander,dont coriandre,fr:épices currry korma poudre,1
1439,en:crushed-tomato,purée de tomate,en:tomato-sauce,1
1440,en:crushed-tomato,purée de tomate,en:ketchup,1
1441,en:crushed-tomato,concentré de tomates,en:tomato,1
1442,en:crushed-tomato,concentré de de tomates,en:tomato,1
1443,en:crushed-tomato,Purée de tomates,fr:ketchup įdients,1
1444,en:crushed-tomato,Purée de tomate,en:tomato-sauce,1
1445,en:crushed-peeled-tomato,tomates pelées concassées,fr:tomates pelées concassées à la purée de tomate,1
1446,en:crushed-peeled-tomato,tomates pelées concassées,en:tomato-pulp,1
1447,en:crushed-peeled-tomato,tomates pelées concassées,en:chopped-tomatoes,1
1448,en:crushed-peeled-tomato,tomate pelée concassée,fr:concassé de tomate à la purée de tomate,1
1449,en:crushed-peeled-tomato,tomate pelée concassée,en:chopped-tomatoes,1
1450,en:crushed-peeled-tomato,tomate,en:white-wine,1
1451,en:crushed-peeled-tomato,,fr:sauce tomate aux légumes,1
1452,en:cream,crème de _lait_,en:mascarpone,1
1453,en:cream,crème _LAIT_,en:cream-powder,1
1454,en:cream,_crème_,fr:creme-fraiche-liquide,1
1455,en:cream,CREME,en:cream,1
1456,en:crab,CRABE,en:crustacean,1
1457,en:cow-s-milk,lait de vache,en:parmesan,1
1458,en:cow-s-milk,lait de vache,en:grana-padano,1
1459,en:cow-s-milk,_lait_ de vache,en:hard-cheese,1
1460,en:courgette,courgettes,fr:tomates kégumes grilles,1
1461,en:corn-flour,farine de maïs,fr:Pennes précuites huilées,1
1462,en:corn,maïs,en:starch,1
1463,en:corn,maïs,en:modified-starch,1
1464,en:corn,mais,en:starch,1
1465,en:coriander-seeds,graines de coriandre,en:curry-powder,1
1466,en:colour,dont colorants,en:flavouring,1
1467,en:cognac,Cognac,en:modified-cognac,1
1468,en:crushed-tomato,purée de tomates,en:tomato,1
1469,en:champignon,Agaricus bisporus,en:mushroom,1
1470,en:chicken-fillet,filet de poulet,fr:poulet-traite-en-salaison,1
1471,en:chicken-fillet,filet de poulet,fr:aiguillette-de-poulet,1
1472,en:chicken-breast,blanc de poulet,fr:aiguillettes-de-poulet,1
1473,en:cheese-powder,poudre de fromage,en:cheese,1
1474,en:cheese,fromage,fr:spécialité fromagère,1
1475,en:cheese,autres fromages,en:cheese,1
1476,en:cheese,_fromage_,en:soft-white-cheese,1
1477,en:cheese,KÄSE,en:melted-cheese,1
1478,en:cheddar,_cheddar_,fr:cheddar-orange-fondu,1
1479,en:champignon,champignons de Paris,en:champignon,1
1480,en:champignon,champignon de Paris,en:mushroom,1
1481,en:champignon,agaricus bisporus,en:cep,1
1482,en:champignon,Agaricus bisporus,it:H funghi prataioli coltivati,1
1483,en:champignon,Agaricus bisporus,en:champignon,1
1484,en:cod,morue,fr:Acras à la morue,1
1485,en:champignon,Agaricus Bisporus,en:mushroom,1
1486,en:champignon,Agaricus Bisporus,en:champignon,1
1487,en:cereals-containing-gluten,dont céréales contenant du _gluten_,en:flavouring,1
1488,en:cereal,farine de _blé_,fr:pain-de-mie-aux-cereales,1
1489,en:cep,bolets,fr:mélange forestier,1
1490,en:cep,bolets,en:forest-mushroom,1
1491,en:cep,bolet,en:mushroom,1
1492,en:celery,enthält _Sellerie_,en:herb-extract,1
1493,en:celery,dont céleris,en:herbs-and-spices,1
1494,en:celery,dont céleri,en:spice,1
1495,en:celery,céleri,fr:extrait-de-legumes,1
1496,en:celery,céleri,en:vegetable-blend,1
1497,en:celery,contient du céléri,en:herb,1
1498,en:chicken-fillet,filet de poulet,fr:préparation de viande de poulet assaisonnée,1
1499,en:chicken-meat,viande de poulet,fr:Samoussas poulet,1
1500,en:chicken-meat,viande de poulet,fr:blanc de poulet traité en salaison cuit choix décongelé,1
1501,en:chicken-meat,viande de poulet,fr:viande-de-poulet-traitee-en-salaison-et-precuite,1
1502,en:cod,cabillaud,fr:fumet-de-poisson,1
1503,en:coconut-milk,lait de coco,"fr:Marinade Sauce ""Satay""",1
1504,en:coconut-milk,lait de coco,en:coconut-milk-powder,1
1505,en:coconut-extract,extrait de noix de coco,fr:SAUCE SATAY coco,1
1506,en:coconut-extract,extrait de noix de coco,en:coconut-cream,1
1507,en:coconut-extract,extrait de coco,en:coconut-milk,1
1508,en:coconut-extract,EXTRAIT DE NOIX DE COCO,en:coconut-milk,1
1509,en:clove,clou de girofle,en:natural-extract,1
1510,en:chopped-tomatoes,tomates concassées,en:tomato,1
1511,en:chopped-tomatoes,tomate concassée,en:tomato-pulp,1
1512,en:chives,ciboulette,fr:fibres de canne à sucre lait écrémé en poudre fines herbes,1
1513,en:chives,ciboulette,en:herb,1
1514,en:chives,Schnittlauch,en:herb,1
1515,en:chili-pepper,piment,fr:piment au vinaigre,1
1516,en:chili-pepper,piment,fr:amidon modifié de in sel épices et aromates,1
1517,en:chili-pepper,piment,en:herbs-and-spices,1
1518,en:chili-pepper,piment,en:chili-puree,1
1519,en:chili-pepper,contient piments,en:herb,1
1520,en:chili-pepper,chili,en:curry,1
1521,en:chili-pepper,PIMENT,en:curry-powder,1
1522,en:chickpea,"pois chiches""",en:cooked-chickpeas,1
1523,en:chickpea,pois chiches,fr:pois-chiches-rehydrates,1
1524,en:chickpea,pois chiches,fr:houmous au citron et au curcuma,1
1525,en:chickpea,pois chiches,fr:houmous 20 %x,1
1526,en:chickpea,pois chiches,fr:galette de falafel,1
1527,en:chickpea,pois chiches,en:cooked-chickpeas,1
1528,en:chickpea,POIS chiches,en:cooked-chickpeas,1
1529,en:crushed-tomato,purée de tomates,en:sauce,1
1530,en:crushed-tomato,pâte de tomate,en:crushed-tomato,1
1531,en:sheeps-milk,LAIT de brebis,fr:Grana Padano OEUF) Pecorino Romano AOP,1
1532,en:e220,anhydride sulfureux,fr:acifer conservateur,1
1533,en:e260,e260,fr:régulateurs,1
1534,en:e260,acide acétique e260,en:acidity-regulator,1
1535,en:e260,acetic acid,fr:idiiy reÊuldor,1
1536,en:e260,Acetic Acid,en:acidity-regulator,1
1537,en:e260,Acetic Acid,en:Grounâ,1
1538,en:e250,sel nitrité,en:preservative,1
1539,en:e250,nitrite de sodium,fr:lutéine et extrait de paprikar cdnservateur,1
1540,en:e250,? e250,en:antioxidant,1
1541,en:e223'},contient conservateur,en:onion,1
1542,en:e223,e223,en:antioxidant,1
1543,en:e223,contient conservateur,fr:poivrons rouges et poivrons jaunes en morceaux,1
1544,en:e220,sulphur dioxide,en:antioxidant,1
1545,en:e220,dióxido de azufre,en:antioxidant,1
1546,en:e220,anhydride sulfureux,en:white-wine,1
1547,en:e202,sorbate de potassium,fr:conseNateur,1
1548,en:e220,anhydride sulfureux,en:red-bell-pepper,1
1549,en:e220,anhydride sulfureux,en:dried-tomatoes,1
1550,en:e220,_anhydride sulfureux_,fr:tomates échées partiellement réhydratées,1
1551,en:e220,_anhydride sulfureux_,en:preservative,1
1552,en:e220,_anhydride sulfureux_,en:antioxidant,1
1553,en:e220,_ANHYDRIDE SULFUREUX_,en:white-wine,1
1554,en:e220,_ANHYDRIDE SULFUREUX_,en:apricot,1
1555,en:e220,ANHYDRIDE Sulfureux,fr:Basilic 10 % Tomates sechées,1
1556,en:e220,ANHYDRIDE SULFUREUX,fr:Tomates séchées partiellement réhydratées,1
1557,en:e220,ANHYDRIDE SULFUREUX,en:bell-pepper,1
1558,en:e211,sodium benzoate,en:preservative,1
1559,en:e211,benzoate de sodium,fr:extrait de paprika conservateur,1
1560,en:e202,Ë202,en:preservative,1
1561,en:e262,acétate de sodium,en:preservative,1
1562,en:e262,acétates de sodium,en:acidity-regulator,1
1563,en:e262,acétates de sodium,en:preservative,1
1564,en:e262,diacétate de sodium,en:acid,1
1565,en:e296,e296,en:acid,1
1566,en:e296,acide malique,en:acidity-regulator,1
1567,en:e270,milchsäure,en:acid,1
1568,en:e270,lactic acid,en:acidty regulator,1
1569,en:e270,lactic acid,en:acidity-regulator,1
1570,en:e270,e270,"fr:jus de citron vert concentré 0,1 % acidifiant",1
1571,en:e270,e270,fr:addity regulator,1
1572,en:e270,e270,en:e270,1
1573,en:e270,acido lattico,it:olive verdi sale correttore di acidità,1
1574,en:e270,acide lactique,"fr:piment 0,3 % acidifiant",1
1575,en:e270,acide lactique,fr:pignons de pin 0‚1 conservateur,1
1576,en:e270,acide lactique,fr:origam acidifiant,1
1577,en:e270,acide lactique,fr:correcteur l'acidité,1
1578,en:e270,acide lactique,fr:cc acidifiant,1
1579,en:e270,acide lactique,fr:aciffant,1
1580,en:e270,acide lactique,fr:acidiﬁant,1
1581,en:e270,acide lactique,fr:% câpres 3 % sel basilic romarin marjolaine correcteur d'acidité,1
1582,en:e270,acide lactique,en:preservative,1
1583,en:e270,Milchsäure,en:acid,1
1584,en:e270,Milchsäure,de:Säuregulator,1
1585,en:e270,Lactic Acid,en:acidity-regulator,1
1586,en:e270,Acide lactique,fr:correcteur,1
1587,en:e270,Acide lactique,fr:basiijc d acidité,1
1588,en:e270,Acide lactique,fr:Huile d'olive extra vierge Correcteur d'acidité,1
1589,en:e270,Acide lactique,fr:Correcteur dacidite,1
1590,en:e270,Acide lactique,fr:Correcteru d'acidité,1
1591,en:e270,Acide lactique,fr:Amidon de maïs Correcteur dlocidité,1
1592,en:e202,sorbate de potassium,fr:pove Conservateur,1
1593,en:e202,sorbate de potassium,fr:Farg Fabigé conservateur,1
1594,en:crushed-tomato,pâte de tomates,en:tomato-sauce,1
1595,en:duck-fat,graisse de canard,fr:graisse de décor,1
1596,en:durum-wheat-semolina,semoule de blé dur,fr:cannelloni,1
1597,en:durum-wheat-semolina,semoule de blé dur,fr:Pote,1
1598,en:durum-wheat-semolina,semoule de blé dur,fr:Gnocchi,1
1599,en:durum-wheat-semolina,semoule de blé dur,en:pasta,1
1600,en:durum-wheat-semolina,semoule de _blé_ dur,fr:torsades,1
1601,en:durum-wheat-semolina,semoule de _blé_ dur,fr:ravioli aux légumes,1
1602,en:durum-wheat-semolina,semoule de _blé_ dur,fr:Macaroni,1
1603,en:durum-wheat-semolina,semoule de _blé_ dur,en:pasta,1
1604,en:durum-wheat-semolina,semoule de BLÉ dur,en:ravioli,1
1605,en:durum-wheat-semolina,semoule de BLE dur,fr:arômesPâtes,1
1606,en:durum-wheat-semolina,semoule de BLE dur,fr:arômes.PÂTE,1
1607,en:durum-wheat-semolina,semoule de BLE dur,en:penne,1
1608,en:durum-wheat-semolina,HARTWEIZENGRIESS,en:pasta,1
1609,en:duck-fat,graisse de canard,fr:graisse de couverture,1
1610,en:e202,e202,fr:pignons de conservateur,1
1611,en:dried-tomatoes,tomates séchées,fr:Tomanade,1
1612,en:dried-apricots,abricots secs,en:dried-apricots,1
1613,en:double-concentrated-tomato,purée de tomates double concentrée,fr:sauce barbecue,1
1614,en:double-concentrated-tomato,double concentré de tomate,en:tomato,1
1615,en:dosidicus-gigas,Dosidicus gigas,es:Potón del pacífico,1
1616,en:dcido léctlco,dcido léctlco,en:corrector de la acidez,1
1617,en:cumin-seeds,cumin,fr:épices korma,1
1618,en:crustacés,crustacés,en:crevettes,1
1619,en:crustacean,crustacés,fr:ttcs,1
1620,en:crustacean,crustacé,fr:crevettes-decortiquees,1
1621,en:crustacean,crustacé,en:crab,1
1622,en:crustacean,crevette,en:lactose,1
1623,en:crustacean,_crustacés_,en:crayfish,1
1624,en:durum-wheat-semolina,semoule de blé dur,fr:pâte alimentaire tagliatelle,1
1625,en:e IT M7X4L CE www.cirio.it NUMERO VERDE800,e IT M7X4L CE www.cirio.it NUMERO VERDE800,en:PESO NETTO,1
1626,en:e100,curcumine,en:colour,1
1627,en:e1101,protéase,en:enzyme,1
1628,en:e202,e202,en:Exhausteuidé Conservateur,1
1629,en:e202,Potassium Sorbate,en:preservative,1
1630,en:e200,e200,fr:ptesetvative,1
1631,en:e161b,extraits de tagète,en:colour,1
1632,en:e161b,e161b,en:colour,1
1633,en:e160e,e160e,en:colour,1
1634,en:e160c,oléorésine de paprika,en:colour,1
1635,en:e160c,extrait de paprikà,en:colour,1
1636,en:e160c,extrait de paprika,fr:piment en poudre colorant,1
1637,en:e160c,extracto de pimentón,en:colour,1
1638,en:e160c,e160C,en:bell-pepper,1
1639,en:e160c,EXTRACTO DE PAPRIKA,en:natural-colours,1
1640,en:e160a,carotenos,en:colour,1
1641,en:e160a,bêta-caroténe,en:colour,1
1642,en:e160a,bêta carotène,en:colour,1
1643,en:e160a,beta-carotène,en:colour,1
1644,en:e160a,beta-carotene,en:colour,1
1645,en:e150d,e150d,en:colour,1
1646,en:e150d,colorant,en:madeira,1
1647,en:e150a,e150A,en:colour,1
1648,en:e150,caramel,en:natural-colours,1
1649,en:e1404,amidon transformé de pomme de terre,fr:jus aromatisé de veau,1
1650,en:e140,chlorophyllines,en:colour,1
1651,en:e120,carmins,en:sugar,1
1652,en:e120,carmin de cochenille,fr:dextrose colorants,1
1653,en:e1105,oeuf'},en:preservative,1
1654,en:e1105,lysozyme,fr:contient,1
1655,en:celery,contient céléri,en:natural-flavouring,1
1656,en:celery,contain celery,en:spice and herbal extracts,1
1657,en:celery,contain celery,en:herbs-and-spices,1
1658,,,fr:contient agent de raffermissement,1
1659,,,fr:fromages italiens déshydratés,1
1660,,,fr:fromage à pâte filée,1
1661,,,fr:fromage affinés,1
1662,,,fr:fond-de-veau,1
1663,,,fr:fond de dinde,1
1664,,,fr:filets deMAQUEREAUX,1
1665,,,fr:extrait-naturel-d-epice,1
1666,,,fr:en,1
1667,,,fr:e,1
1668,,,fr:dont sels defonte,1
1669,,,fr:dont,1
1670,,,fr:câpre au vinaigre,1
1671,,,fr:contient céléales à gluten,1
1672,,,fr:contient,1
1673,,,fr:Padano,1
1674,,,fr:contfn,1
1675,,,fr:consewateur,1
1676,,,fr:conservant,1
1677,,,fr:bouillon-deshydrate,1
1678,,,fr:base culinaire de homard,1
1679,,,fr:assaisonnement à base de tomate,1
1680,,,fr:antyoxidant,1
1681,,,fr:antiaggolmérant,1
1682,,,fr:anchois sales Engraulis encrasicolus,1
1683,,,fr:ail-sel,1
1684,,,fr:acidttgant,1
1685,,,fr:aAceto Balsamico di Modena »,1
1686,,,fr:a idifiant,1
1687,,,fr:fromages à pâte pressée,1
1688,,,fr:graines de pavot émulsifiants,1
1689,,,fr:gélifant,1
1690,,,fr:huile animale,1
1691,,aubergines,en:vegetable,1
1692,,,nl:El 105,1
1693,,,fr:üMXs,1
1694,,,fr:Û30,1
1695,,,fr:zeste de citron semi-confit,1
1696,,,fr:vinaigre balsamique de Modène 3e %,1
1697,,,fr:viande porcine précuite,1
1698,,,fr:viande bovine Av précuite,1
1699,,,fr:tomates-sechees-rehydratees,1
1700,,,fr:tomates s&ha,1
1701,,,fr:t d,1
1702,,,fr:salted anchovies Engraulis encrasicolus,1
1703,,,fr:riz 3 couleurs,1
1704,,,fr:ragoût de viande de porc,1
1705,,,fr:purée de tomates 65 % viande bovine précuite,1
1706,,,fr:puree-de-tomates-reconstituee,1
1707,,,fr:puree-de-tomate-mi-reduite,1
1708,,,fr:préparation pour sauce aromatisée,1
1709,,,fr:pickles d'oignons,1
1710,,,fr:pickles d'estragon,1
1711,,,fr:orzo,1
1712,,,fr:nulgator,1
1713,,,fr:mulsifiant,1
1714,,,fr:moûtde dorant,1
1715,,,fr:mout-de-raisin-cuit,1
1716,,,fr:mayonnaise-allegee-en-matiere-grasse,1
1717,,,fr:l blanc,1
1718,,,fr:Poivre Noir Moul Information sur les allergènes,1
1719,,,fr:Mindeftns Ibar bisEnde,1
1720,en:celery,_céléri_,en:herb,1
1721,,,en:curry,1
1722,,,en:malted-wheat-flour,1
1723,,,en:lemon-juice,1
1724,,,en:herbes-de-provence,1
1725,,,en:herb,1
1726,,,en:gherkin,1
1727,,,en:fresh-cream,1
1728,,,en:flavour-enhancer,1
1729,,,en:extrait d'anchois,1
1730,,,en:extract,1
1731,,,en:e579,1
1732,,,en:e270,1
1733,,,en:e260,1
1734,,,en:durum-wheat-semolina,1
1735,,,en:crushed-peeled-tomato,1
1736,,,fr:Ingrd,1
1737,,,en:cooked-chickpeas,1
1738,,,en:concentrated-juice,1
1739,,,en:cod,1
1740,,,en:chicken-stock,1
1741,,,en:cep,1
1742,,,en:capers,1
1743,,,en:butter,1
1744,,,en:brine,1
1745,,,en:black-olive,1
1746,,,en:balsamic-vinegar-of-modena,1
1747,,,en:aubergine,1
1748,,,en:anchovy-paste,1
1749,,,en:anchovy-filets,1
1750,,,en:meat,1
1751,,,en:minerals,1
1752,,,en:morels,1
1753,,,en:mustard,1
1754,,,fr:Conservter au frais,1
1755,,,fr:Conformément à la réglementation,1
1756,,,fr:Caltent,1
1757,,,fr:CONCOCTION D'EPICES,1
1758,,,fr:5224,1
1759,,,en:whole-egg,1
1760,,,en:wheat-flour,1
1761,,,en:vegetable-oil,1
1762,,,en:veal-meat,1
1763,,,en:veal,1
1764,,,en:variable proportion,1
