,EAN13,ingredients_n,compared_to_category,pnns_groups_1,ingredients_text,countries_hierarchy,ingredients,serving_size,category_properties,product_name_fr,brands,manufacturing_places,product_name,categories,nutriments,serving_quantity,cities_tags,pnns_groups_2,interface_version_modified,salt_content,oil_content
38,26020242,15.0,en:bolognese-sauces,Fat and sauces,"Purée de tomates mi-réduite 50 %, pulpe de tomates 20 %, viande bovine précuite 15,4 %, légumes 10 % (oignons, carottes, _céleri_), vin blanc, amidon transformé, sucre, sel, plantes aromatiques, arômes, correcteur d'acidité (acide citrique).",['en:france'],"['Purée de tomates mi-réduite', 'pulpe de tomates', 'viande bovine', 'légumes', 'vin blanc', 'amidon transformé', 'sucre', 'sel', 'plantes aromatiques', 'arômes', ""correcteur d'acidité"", 'oignons', 'carottes', '_céleri_', 'acide citrique']",106 g,"{'ciqual_food_name:en': 'Tomato sauce, with meat or Bolognese sauce, prepacked', 'ciqual_food_name:fr': 'Sauce tomate à la viande ou Sauce bolognaise, préemballée'}",Sauce bolognaise,Delicato,,Sauce bolognaise,"Epicerie, Produits à la viande, Sauces, Sauces à la viande, Sauces pour pâtes, Sauces bolognaises","{'saturated-fat': 1.4, 'nutrition-score-fr_serving': 1, 'sodium_unit': 'g', 'sugars_serving': 4.5600000000000005, 'saturated-fat_100g': 1.4, 'carbohydrates_unit': '', 'saturated-fat_value': 1.4, 'saturated-fat_unit': '', 'fat_100g': 4.5, 'nutrition-score-fr_100g': 1, 'proteins_100g': 4.9, 'carbohydrates': 5.3, 'sodium_value': 0.48, 'salt_100g': 1.2, 'carbon-footprint-from-known-ingredients_product': 748, 'carbohydrates_serving': 5.62, 'energy_unit': 'kcal', 'energy-kcal_serving': 89, 'fat': 4.5, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 80, 'energy_value': 84, 'proteins': 4.9, 'carbohydrates_100g': 5.3, 'sodium_serving': 0.509, 'proteins_unit': '', 'salt_serving': 1.27, 'energy-kcal_100g': 84, 'fiber_value': 1.5, 'salt_value': 1.2, 'nova-group_serving': 4, 'fat_unit': '', 'carbohydrates_value': 5.3, 'proteins_value': 4.9, 'fat_value': 4.5, 'sugars': 4.3, 'energy-kcal_unit': 'kcal', 'sugars_unit': '', 'carbon-footprint-from-known-ingredients_serving': 187, 'energy_serving': 372, 'fiber_serving': 1.5899999999999999, 'saturated-fat_serving': 1.48, 'salt_unit': '', 'sugars_100g': 4.3, 'nova-group_100g': 4, 'nova-group': 4, 'fat_serving': 4.77, 'fiber_100g': 1.5, 'carbon-footprint-from-known-ingredients_100g': 176, 'energy-kcal_value': 84, 'nutrition-score-fr': 1, 'sodium_100g': 0.48, 'salt': 1.2, 'sodium': 0.48, 'proteins_serving': 5.19, 'fiber': 1.5, 'fiber_unit': 'g', 'sugars_value': 4.3, 'energy': 351, 'energy_100g': 351, 'energy-kcal': 84}",106,[],Dressings and sauces,20150316.jqm2,"[{'vegan': 'yes', 'percent_max': 3.2238095238095226, 'rank': 8, 'vegetarian': 'yes', 'percent_min': 0, 'text': 'sel', 'id': 'en:salt'}]",[]
39,26020587,6.0,en:ketchup,Fat and sauces,"Purée de tomates mi-réduite (72%), sucre, vinaigre d'alcool, sel, épices, acide citrique.",['en:france'],"['Purée de tomates mi-réduite', 'sucre', ""vinaigre d'alcool"", 'sel', 'épices', 'acide citrique']",15 ml,"{'ciqual_food_name:en': 'Ketchup', 'ciqual_food_name:fr': 'Ketchup'}",Ketchup à la tomate,Delicato,Allemagne,Ketchup à la tomate,"Epicerie, Sauces, Sauces tomate, Ketchup","{'fruits-vegetables-nuts-estimate': 72, 'energy-kcal_value': 110, 'sodium_100g': 1.04, 'proteins_serving': 0.28500000000000003, 'energy-kcal': 110, 'energy_100g': 460, 'energy_serving': 69, 'sugars_unit': '', 'fruits-vegetables-nuts-estimate_serving': 72, 'sugars_100g': 22.2, 'salt_unit': '', 'fat_serving': 0.03, 'fiber_100g': 2, 'nova-group': 3, 'energy-kcal_serving': 16.5, 'carbon-footprint-from-known-ingredients_product': 1040, 'energy_unit': 'kcal', 'sodium_value': 1.04, 'salt_100g': 2.6, 'carbohydrates_100g': 22.3, 'energy_value': 110, 'fruits-vegetables-nuts-estimate_unit': '', 'sugars': 22.2, 'carbohydrates_value': 22.3, 'proteins_value': 1.9, 'nutrition-score-fr_serving': 11, 'saturated-fat': 0.1, 'carbohydrates_unit': '', 'sodium_unit': 'g', 'sugars_serving': 3.33, 'nutrition-score-fr_100g': 11, 'saturated-fat_value': 0.1, 'carbon-footprint-from-known-ingredients_100g': 208.79999999999998, 'nutrition-score-fr': 11, 'fruits-vegetables-nuts-estimate_100g': 72, 'sodium': 1.04, 'salt': 2.6, 'sugars_value': 22.2, 'energy': 460, 'fiber_unit': 'g', 'fiber': 2, 'fiber_serving': 0.3, 'carbon-footprint-from-known-ingredients_serving': 31.3, 'fruits-vegetables-nuts-estimate_value': 72, 'nova-group_100g': 3, 'saturated-fat_serving': 0.015, 'fruits-vegetables-nuts-estimate_label': '0', 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 72, 'fat': 0.2, 'carbohydrates_serving': 3.35, 'salt_serving': 0.39, 'proteins_unit': '', 'sodium_serving': 0.156, 'proteins': 1.9, 'fiber_value': 2, 'energy-kcal_100g': 110, 'energy-kcal_unit': 'kcal', 'fat_value': 0.2, 'fat_unit': '', 'nova-group_serving': 3, 'salt_value': 2.6, 'saturated-fat_100g': 0.1, 'fat_100g': 0.2, 'saturated-fat_unit': '', 'carbohydrates': 22.3, 'proteins_100g': 1.9}",15,[],Dressings and sauces,20150316.jqm2,"[{'percent_min': 0, 'rank': 4, 'percent_max': 11.200000000000003, 'vegan': 'yes', 'vegetarian': 'yes', 'text': 'sel', 'id': 'en:salt'}]",[]
40,26020839,16.0,en:sauces,Fat and sauces,"eau, tomates 25.2 %,  haricots rouges 10.1 %,concentré de tomates, poivron rouge 4.9 %, maïs doux en grain 4.4 %, sucre, amidon modifié de maïs, oignons 2.8 %, épices, ail, arômes, chocolat (contient soja), acidifiant : acide lactique, feuille de coriandre",['en:france'],"['eau', 'tomates', 'haricots rouges', 'concentré de tomates', 'poivron rouge', 'maïs doux en grain', 'sucre', 'amidon modifié de maïs', 'oignons', 'épices', 'ail', 'arômes', 'chocolat', 'acidifiant', 'feuille de coriandre', 'acide lactique']",105 g,{},Sauce Chili,Delicato,Belgique,Sauce Chili,"Epicerie, Sauces","{'carbon-footprint-from-known-ingredients_serving': 44.1, 'saturated-fat_prepared': 0.1, 'sodium_prepared_unit': 'g', 'saturated-fat_serving': 0.10500000000000001, 'energy_prepared_unit': 'kcal', 'energy_prepared_serving': 322, 'nova-group_100g': 4, 'carbohydrates_prepared_value': 15, 'energy-kcal_prepared_value': 77, 'sodium_prepared_serving': 0.376, 'carbon-footprint-from-known-ingredients_100g': 41.96999999999999, 'sugars_prepared_unit': 'g', 'salt_prepared': 0.94, 'nutrition-score-fr': 3, 'salt': 0.9, 'carbohydrates_prepared': 15, 'sodium': 0.36, 'energy': 305, 'sugars_value': 6.5, 'sodium_prepared_100g': 0.358, 'fat_modifier': '<', 'saturated-fat_100g': 0.1, 'saturated-fat_unit': 'g', 'energy-kcal_prepared_unit': 'kcal', 'fat_100g': 0.5, 'proteins_100g': 2.2, 'carbohydrates': 14, 'sodium_prepared': 0.376, 'carbohydrates_serving': 14.7, 'saturated-fat_prepared_serving': 0.1, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 32.9, 'fat': 0.5, 'proteins': 2.2, 'energy-kcal_prepared': 322, 'fat_prepared_unit': 'g', 'salt_serving': 0.9450000000000001, 'sodium_serving': 0.378, 'proteins_unit': 'g', 'salt_prepared_value': 0.94, 'proteins_prepared_value': 2.3, 'energy-kcal_100g': 73, 'fat_unit': 'g', 'sugars_prepared': 6.8, 'sugars_prepared_serving': 6.8, 'nova-group_serving': 4, 'salt_value': 0.9, 'energy-kcal_unit': 'kcal', 'salt_prepared_serving': 0.94, 'fat_value': 0.5, 'sugars_unit': 'g', 'proteins_prepared_100g': 2.19, 'energy_serving': 320, 'sodium_prepared_value': 0.376, 'salt_unit': 'g', 'sugars_100g': 6.5, 'energy_prepared_value': 77, 'sugars_prepared_100g': 6.48, 'nova-group': 4, 'fat_serving': 0.525, 'energy_prepared_100g': 307, 'fat_prepared_100g': 0.47600000000000003, 'carbohydrates_prepared_serving': 15, 'sodium_100g': 0.36, 'energy-kcal_value': 73, 'carbohydrates_prepared_100g': 14.3, 'saturated-fat_prepared_100g': 0.09519999999999999, 'salt_prepared_100g': 0.895, 'proteins_serving': 2.31, 'saturated-fat_prepared_modifier': '<', 'energy-kcal': 73, 'energy_100g': 305, 'proteins_prepared': 2.3, 'saturated-fat': 0.1, 'sugars_prepared_value': 6.8, 'proteins_prepared_unit': 'g', 'nutrition-score-fr_serving': 3, 'fat_prepared': 0.5, 'sugars_serving': 6.83, 'energy_prepared': 322, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'fat_prepared_value': 0.5, 'energy-kcal_prepared_100g': 307, 'saturated-fat_value': 0.1, 'nutrition-score-fr_100g': 3, 'carbohydrates_prepared_unit': 'g', 'fat_prepared_modifier': '<', 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_product': 176, 'sodium_value': 0.36, 'salt_100g': 0.9, 'saturated-fat_modifier': '<', 'energy-kcal_serving': 76.6, 'saturated-fat_prepared_value': 0.1, 'energy_value': 73, 'proteins_prepared_serving': 2.3, 'carbohydrates_100g': 14, 'salt_prepared_unit': 'g', 'saturated-fat_prepared_unit': 'g', 'energy-kcal_prepared_serving': 322, 'sugars': 6.5, 'fat_prepared_serving': 0.5, 'proteins_value': 2.2, 'carbohydrates_value': 14}",105,[],Dressings and sauces,20120622,[],[]
41,26020235,17.0,en:tomato-sauces,Fat and sauces,"Tomates 74 %, huile de tournesol, ricotta 6 % (contient du _lait_), oignons, sucre, _noix de cajou_, _fromage_ Pecorino Romano, _fromage_ à pâte dure (dont conservateur : lysozyme issu de blanc d'_oeuf_), sel, épices, plantes aromatiques, protéines de _soja_ hydrolysées, amidon transformé de maïs, acidifiant : acide citrique.",['en:france'],"['Tomates', 'huile de tournesol', 'ricotta', 'oignons', 'sucre', '_noix de cajou_', '_fromage_ Pecorino Romano', '_fromage_ à pâte dure', 'sel', 'épices', 'plantes aromatiques', 'protéines de _soja_ hydrolysées', 'amidon transformé de maïs', 'acidifiant', 'dont conservateur', 'acide citrique', ""lysozyme issu de blanc d'_oeuf_""]",,{},Sauce bolognese,D'Antelli,Allemagne,Sauce bolognese,"Epicerie, Sauces, Sauces tomate, Sauces pour pâtes","{'sodium_unit': 'g', 'saturated-fat_100g': 2.3, 'carbohydrates_unit': 'g', 'saturated-fat': 2.3, 'nutrition-score-fr_serving': 5, 'proteins_100g': 1.7, 'carbohydrates': 8.2, 'saturated-fat_unit': 'g', 'saturated-fat_value': 2.3, 'nutrition-score-fr_100g': 5, 'fat_100g': 3.7, 'proteins': 1.7, 'energy_value': 78, 'proteins_unit': 'g', 'carbohydrates_100g': 8.2, 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_product': 124, 'salt_100g': 1.3, 'sodium_value': 0.52, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 74, 'fat': 3.7, 'fat_unit': 'g', 'salt_value': 1.3, 'nova-group_serving': 4, 'energy-kcal_unit': 'kcal', 'sugars': 6.4, 'proteins_value': 1.7, 'carbohydrates_value': 8.2, 'fat_value': 3.7, 'energy-kcal_100g': 78, 'sugars_unit': 'g', 'nova-group': 4, 'sugars_100g': 6.4, 'salt_unit': 'g', 'nova-group_100g': 4, 'nutrition-score-fr': 5, 'sodium_100g': 0.52, 'energy-kcal_value': 78, 'carbon-footprint-from-known-ingredients_100g': 37, 'sugars_value': 6.4, 'energy': 326, 'energy_100g': 326, 'energy-kcal': 78, 'salt': 1.3, 'sodium': 0.52}",,[],Dressings and sauces,20150316.jqm2,"[{'vegetarian': 'yes', 'rank': 9, 'vegan': 'yes', 'percent_max': 2.857142857142857, 'percent_min': 0, 'id': 'en:salt', 'text': 'sel'}]","[{'text': 'huile de tournesol', 'id': 'en:sunflower-oil', 'percent_max': 26, 'vegan': 'yes', 'vegetarian': 'yes', 'rank': 2, 'percent_min': '6', 'from_palm_oil': 'no'}]"
42,26074917,10.0,en:sauces,Fat and sauces,"Sauce aux tomates fraîches et aux champignons de Paris ants: pulpe de tofnates fraîches 80%, champignons de Paris 10% imons, sucre, sel, hu le de tournesol, amidon transformé de mais plan es aromatiques, épices, ail. Conseils de con ervation:",['en:france'],"['Sauce aux tomates fraîches et aux champignons de Paris ants', 'champignons de Paris 10% imons', 'sucre', 'sel', 'hu le de tournesol', 'amidon transformé de mais plan es aromatiques', 'épices', 'ail', 'Conseils de con ervation', 'pulpe de tofnates fraîches']",,{},Sauce tomate olives,delicato,,Sauce tomate olives,"Epicerie, Sauces","{'energy-kcal_value': 61, 'nutrition-score-fr': 4, 'sodium_100g': 0.356, 'sodium': 0.356, 'salt': 0.89, 'energy_100g': 255, 'energy-kcal': 61, 'energy': 255, 'sugars_value': 4.9, 'sugars_unit': 'g', 'nova-group_100g': 4, 'salt_unit': 'g', 'sugars_100g': 4.9, 'nova-group': 4, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fat': 2.98, 'energy_unit': 'kcal', 'sodium_value': 0.356, 'salt_100g': 0.89, 'proteins_unit': 'g', 'carbohydrates_100g': 6.6, 'proteins': 1.4, 'energy_value': 61, 'energy-kcal_100g': 61, 'energy-kcal_unit': 'kcal', 'sugars': 4.9, 'proteins_value': 1.4, 'carbohydrates_value': 6.6, 'fat_value': 2.98, 'fat_unit': 'g', 'nova-group_serving': 4, 'salt_value': 0.89, 'nutrition-score-fr_serving': 4, 'saturated-fat': 0.4, 'saturated-fat_100g': 0.4, 'carbohydrates_unit': 'g', 'sodium_unit': 'g', 'nutrition-score-fr_100g': 4, 'fat_100g': 2.98, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.4, 'carbohydrates': 6.6, 'proteins_100g': 1.4}",,[],Dressings and sauces,20150316.jqm2,"[{'percent_min': 0, 'vegan': 'yes', 'percent_max': 8.75, 'rank': 4, 'vegetarian': 'yes', 'text': 'sel', 'id': 'en:salt'}]",[]
43,2609867016407,2.0,en:olive-sauces,Fat and sauces,"OLIVES SAUCE PISTOU w 23.09 2018 13 10.2018 &lt;/ 5.90 Pods mat T sara w Proma Q424 kg ไดว น uags 2,50€ rxlia",['en:france'],"['OLIVES SAUCE PISTOU w 23.09 2018 13 10.2018 &lt', '5.90 Pods mat T sara w Proma Q424 kg ไดว น uags 2‚50€ rxlia']",100g,{},olives sauce pistou,Grand Frais,France,olives sauce pistou,"Epicerie, Sauces, Sauces aux légumes, Sauces aux olives","{'energy-kj': 907, 'alcohol_value': 0, 'energy_serving': 907, 'energy-kj_100g': 907, 'energy-kj_serving': 907, 'alcohol': 0, 'energy_value': 907, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'energy_unit': 'kJ', 'energy_100g': 907, 'alcohol_unit': '% vol', 'energy': 907, 'energy-kj_value': 907, 'energy-kj_unit': 'kJ'}",100,[],Dressings and sauces,20190830,[],[]
44,3011360011305,15.0,en:barbecue-sauces,Fat and sauces,"Purée de tomate mi-réduite (38 %), sucre, vinaigre, sirop de glucose, sel, amidon modifié, ail, arôme de fumée (contient du _gluten_), colorant : caramel (E150c), acidifiant : acide citrique, conservateur : sorbate de potassium, épices.",['en:france'],"['Purée de tomate mi-réduite', 'sucre', 'vinaigre', 'sirop de glucose', 'sel', 'amidon modifié', 'ail', 'arôme de fumée', 'acidifiant', 'conservateur', 'épices', 'colorant', 'acide citrique', 'sorbate de potassium', 'e150c']",10 g,"{'ciqual_food_name:en': 'Barbecue sauce, prepacked', 'ciqual_food_name:fr': 'Sauce barbecue, préemballée'}",Sauce Barbecue,"Lesieur,Avril",France,Sauce Barbecue,"Epicerie, Sauces, Sauces barbecue","{'nova-group': 4, 'fruits-vegetables-nuts-estimate_label': '0', 'fat_serving': 0, 'energy-kj_100g': 782, 'saturated-fat_serving': 0, 'sugars_100g': 32, 'salt_unit': 'g', 'nova-group_100g': 4, 'fruits-vegetables-nuts-estimate_serving': 38, 'fruits-vegetables-nuts-estimate_value': 38, 'energy-kj': 782, 'sugars_unit': 'g', 'carbon-footprint-from-known-ingredients_serving': 11, 'energy_serving': 78.2, 'sugars_value': 32, 'energy': 782, 'energy_100g': 782, 'salt': 3.3, 'proteins_serving': 0.06, 'energy-kj_value': 782, 'energy-kj_unit': 'kJ', 'sodium': 1.3199999999999998, 'fruits-vegetables-nuts-estimate_100g': 38, 'nutrition-score-fr': 19, 'sodium_100g': 1.3199999999999998, 'carbon-footprint-from-known-ingredients_100g': 110.2, 'fruits-vegetables-nuts-estimate': 38, 'proteins_100g': 0.6, 'carbohydrates': 45, 'energy-kj_serving': 78.2, 'saturated-fat_value': 0, 'saturated-fat_unit': 'g', 'fat_100g': 0, 'nutrition-score-fr_100g': 19, 'sodium_unit': 'g', 'sugars_serving': 3.2, 'carbohydrates_unit': 'g', 'saturated-fat_100g': 0, 'saturated-fat': 0, 'nutrition-score-fr_serving': 19, 'nova-group_serving': 4, 'salt_value': 3.3, 'fat_unit': 'g', 'fat_value': 0, 'proteins_value': 0.6, 'carbohydrates_value': 45, 'sugars': 32, 'fruits-vegetables-nuts-estimate_unit': '', 'energy_value': 782, 'proteins': 0.6, 'carbohydrates_100g': 45, 'sodium_serving': 0.132, 'proteins_unit': 'g', 'salt_serving': 0.32999999999999996, 'salt_100g': 3.3, 'sodium_value': 1.3199999999999998, 'carbohydrates_serving': 4.5, 'energy_unit': 'kJ', 'carbon-footprint-from-known-ingredients_product': 6610, 'fat': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 38}",10,[],Dressings and sauces,20120622,"[{'id': 'en:salt', 'text': 'sel', 'vegetarian': 'yes', 'vegan': 'yes', 'rank': 5, 'percent_max': 18.599999999999998, 'percent_min': 0}]",[]
45,3011360037411,7.0,en:ketchup,Fat and sauces,"Purée de tomates mi-réduite (64 %), sucre, vinaigre, amidon modifié, sel, acidifiant: acide citrique.",['en:france'],"['Purée de tomates mi-réduite', 'sucre', 'vinaigre', 'amidon modifié', 'sel', 'acidifiant', 'acide citrique']",10 g,"{'ciqual_food_name:fr': 'Ketchup', 'ciqual_food_name:en': 'Ketchup'}",Ketchup,Lesieur,France,Ketchup,"Epicerie, Sauces, Sauces tomate, Ketchup","{'saturated-fat_serving': 0, 'salt_unit': 'g', 'sugars_100g': 20, 'nova-group_100g': 4, 'fruits-vegetables-nuts-estimate_serving': 64, 'nova-group': 4, 'fruits-vegetables-nuts-estimate_label': '0', 'fat_serving': 0, 'sugars_unit': 'g', 'carbon-footprint-from-known-ingredients_serving': 18.6, 'energy_serving': 41, 'fruits-vegetables-nuts-estimate_value': 64, 'salt': 3.6, 'sodium': 1.44, 'proteins_serving': 0.08, 'energy': 410, 'sugars_value': 20, 'energy-kcal': 98, 'energy_100g': 410, 'carbon-footprint-from-known-ingredients_100g': 185.6, 'fruits-vegetables-nuts-estimate': 64, 'nutrition-score-fr': 13, 'fruits-vegetables-nuts-estimate_100g': 64, 'energy-kcal_value': 98, 'sodium_100g': 1.44, 'saturated-fat_value': 0, 'saturated-fat_unit': 'g', 'fat_100g': 0, 'nutrition-score-fr_100g': 13, 'proteins_100g': 0.8, 'carbohydrates': 23, 'saturated-fat': 0, 'nutrition-score-fr_serving': 13, 'sodium_unit': 'g', 'sugars_serving': 2, 'carbohydrates_unit': 'g', 'saturated-fat_100g': 0, 'energy-kcal_100g': 98, 'salt_value': 3.6, 'nova-group_serving': 4, 'fat_unit': 'g', 'fat_value': 0, 'carbohydrates_value': 23, 'proteins_value': 0.8, 'sugars': 20, 'energy-kcal_unit': 'kcal', 'salt_100g': 3.6, 'sodium_value': 1.44, 'carbon-footprint-from-known-ingredients_product': 10200, 'energy_unit': 'kcal', 'carbohydrates_serving': 2.3, 'energy-kcal_serving': 9.8, 'fat': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 64, 'fruits-vegetables-nuts-estimate_unit': 'g', 'energy_value': 98, 'proteins': 0.8, 'carbohydrates_100g': 23, 'sodium_serving': 0.14400000000000002, 'salt_serving': 0.36, 'proteins_unit': 'g'}",10,[],Dressings and sauces,20120622,"[{'text': 'sel', 'id': 'en:salt', 'percent_min': 0, 'percent_max': 9.6, 'vegan': 'yes', 'rank': 5, 'vegetarian': 'yes'}]",[]
46,3017239003983,31.0,en:red-pestos,Fat and sauces,"Tomate 46%, olive 18% (dont olive verte égouttée 10% et olive noire 8%), huile de tournesol, pomme de terre, huile d'olive, _fromages_ italiens 3.8% (dont  Grana Padano AOP (_lait_, sel, présure, conservateur : lysozyme (_œuf_)) et Parmigiano reggiano AOP (_lait_ de vache, sel, présure)), basilic, sucre, _noix de cajou_, vinaigre balsamique (vinaigre de vin, moût concentré, colorant: caramel E150d), épices, vinaigre d'alcool, sel, acidifiant: acide citrique.",['en:france'],"['Tomate', 'olive', 'huile de tournesol', 'pomme de terre', ""huile d'olive"", '_fromages_ italiens', 'dont Grana Padano AOP', 'Parmigiano reggiano AOP', 'basilic', 'sucre', '_noix de cajou_', 'vinaigre balsamique', 'épices', ""vinaigre d'alcool"", 'sel', 'acidifiant', 'dont olive verte égouttée 10% et olive noire', '_lait_', 'sel', 'présure', 'conservateur', '_lait_ de vache', 'sel', 'présure', 'vinaigre de vin', 'moût', 'colorant', 'acide citrique', 'lysozyme', 'e150d', '_œuf_']",190g,"{'ciqual_food_name:fr': 'Sauce pesto rosso, préemballée', 'ciqual_food_name:en': 'Sauce, pesto rosso, prepacked'}",Sauce aux olives façon pesto rosso,Tramier,France,Sauce aux olives façon pesto rosso,"Epicerie, Sauces, Sauces Pesto, Sauces Pesto Rosso","{'nutrition-score-fr_serving': 7, 'saturated-fat': 3, 'saturated-fat_100g': 3, 'carbohydrates_unit': 'g', 'sodium_unit': 'g', 'sugars_serving': 8.17, 'fat_100g': 20, 'nutrition-score-fr_100g': 7, 'energy-kj_serving': 1730, 'saturated-fat_value': 3, 'saturated-fat_unit': 'g', 'carbohydrates': 6.3, 'proteins_100g': 2.8, 'fat': 20, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 46, 'sodium_value': 0.48, 'salt_100g': 1.2, 'energy_unit': 'kJ', 'carbohydrates_serving': 12, 'carbon-footprint-from-known-ingredients_product': 102, 'carbohydrates_100g': 6.3, 'sodium_serving': 0.912, 'proteins_unit': 'g', 'salt_serving': 2.2800000000000002, 'energy_value': 909, 'proteins': 2.8, 'carbohydrates_value': 6.3, 'proteins_value': 2.8, 'fat_value': 20, 'sugars': 4.3, 'salt_value': 1.2, 'nova-group_serving': 4, 'fat_unit': 'g', 'energy_serving': 1730, 'sugars_unit': 'g', 'carbon-footprint-from-known-ingredients_serving': 102, 'energy-kj': 909, 'nova-group_100g': 4, 'saturated-fat_serving': 5.7, 'energy-kj_100g': 909, 'salt_unit': 'g', 'sugars_100g': 4.3, 'fat_serving': 38, 'nova-group': 4, 'carbon-footprint-from-known-ingredients_100g': 53.599999999999994, 'sodium_100g': 0.48, 'nutrition-score-fr': 7, 'energy-kj_value': 909, 'proteins_serving': 5.32, 'energy-kj_unit': 'kJ', 'sodium': 0.48, 'salt': 1.2, 'energy_100g': 909, 'energy': 909, 'sugars_value': 4.3}",190,[],Dressings and sauces,20120622,"[{'rank': 15, 'vegan': 'yes', 'vegetarian': 'yes', 'text': 'sel', 'id': 'en:salt'}, {'vegetarian': 'yes', 'vegan': 'yes', 'id': 'en:salt', 'text': 'sel'}, {'vegetarian': 'yes', 'vegan': 'yes', 'id': 'en:salt', 'text': 'sel'}]","[{'vegetarian': 'yes', 'rank': 3, 'vegan': 'yes', 'from_palm_oil': 'no', 'id': 'en:sunflower-oil', 'text': 'huile de tournesol'}, {'vegetarian': 'yes', 'vegan': 'yes', 'rank': 5, 'from_palm_oil': 'no', 'id': 'en:olive-oil', 'text': ""huile d'olive""}]"
47,3017239004003,16.0,fr:sauces-tomates-aux-champignons,Fat and sauces,"Tomate (36 %), champignon (24 %), olive verte égouttée (20 %), pomme de terre, huile d'olive, oignon, épices, _crème_ fraîche liquide (_crème_, stabilisant : carraghénanes), sel, vinaigre d'alcool, sucre, acidifiant : acide citrique.",['en:france'],"['Tomate', 'champignon', 'olive verte égouttée', 'pomme de terre', ""huile d'olive"", 'oignon', 'épices', '_crème_ fraîche liquide', 'sel', ""vinaigre d'alcool"", 'sucre', 'acidifiant', '_crème_', 'stabilisant', 'acide citrique', 'carraghénanes']",,"{'ciqual_food_name:en': 'Tomato sauce, w mushrooms, prepacked', 'ciqual_food_name:fr': 'Sauce tomate aux champignons, préemballée'}",Sauce aux olives champignons,Tramier,France,Sauce aux olives champignons,"Epicerie, Sauces, Sauces tomate, Sauces tomates aux champignons","{'carbohydrates': 4.1, 'proteins_100g': 1.5, 'nutrition-score-fr_100g': 7, 'fat_100g': 7, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1.3, 'carbohydrates_unit': 'g', 'saturated-fat_100g': 1.3, 'sodium_unit': 'g', 'nutrition-score-fr_serving': 7, 'saturated-fat': 1.3, 'sugars': 2.5, 'energy-kcal_unit': 'kcal', 'proteins_value': 1.5, 'fat_value': 7, 'carbohydrates_value': 4.1, 'fat_unit': 'g', 'nova-group_serving': 4, 'salt_value': 1.2, 'energy-kcal_100g': 91, 'proteins_unit': 'g', 'carbohydrates_100g': 4.1, 'proteins': 1.5, 'energy_value': 91, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 36, 'fat': 7, 'carbon-footprint-from-known-ingredients_product': 121, 'energy_unit': 'kcal', 'sodium_value': 0.48, 'salt_100g': 1.2, 'nova-group': 4, 'nova-group_100g': 4, 'sugars_100g': 2.5, 'salt_unit': 'g', 'sugars_unit': 'g', 'energy-kcal': 91, 'energy_100g': 381, 'sugars_value': 2.5, 'energy': 381, 'sodium': 0.48, 'salt': 1.2, 'sodium_100g': 0.48, 'energy-kcal_value': 91, 'nutrition-score-fr': 7, 'carbon-footprint-from-known-ingredients_100g': 63.599999999999994}",,[],Dressings and sauces,20150316.jqm2,"[{'percent_min': 0, 'vegetarian': 'yes', 'rank': 9, 'vegan': 'yes', 'percent_max': 5.396825396825396, 'id': 'en:salt', 'text': 'sel'}]","[{'percent_min': 0, 'from_palm_oil': 'no', 'rank': 5, 'text': ""huile d'olive"", 'id': 'en:olive-oil', 'percent_max': 12.59259259259259, 'vegan': 'yes', 'vegetarian': 'yes'}]"
