,id_ingredient,text,O_EAN13
6846,fr:Tomatenmark 26 % einfach konzentriert,Tomatenmark 26% einfach konzentriert,1
6847,fr:Tomatenmark,Tomatenmark,1
6848,fr:Tomateness,Tomateness,1
6849,fr:Tomate thon,Tomate thon,1
6850,fr:Traces éventuelles dlœufs,Traces éventuelles dlœufs,1
6851,fr:Tomate 98 % Basilic 1 % Sel,Tomate 98% Basilic 1% Sel,1
6852,fr:Tomate 95 huile d'arachide,Tomate 95 huile d'arachide,1
6853,fr:Tomate 91 huile de tournesol,Tomate 91 huile de tournesol,1
6854,fr:Tomanade,Tomanade,1
6855,fr:Tom,Tom,1
6856,fr:Thon listao au naturel,Thon listao au naturel,1
6857,fr:Thon listag,Thon listag,1
6858,fr:Thickener,Thickener,1
6859,fr:Thalès des lucioles,Thalès des lucioles,1
6860,fr:Tomates cerises de tournesol,Tomates cerises de tournesol,1
6861,fr:Tomates cultivées dans le pays Marmandais en Aquitaine,Tomates cultivées dans le pays Marmandais en Aquitaine,1
6862,fr:Tomates de Provence,Tomates de Provence,1
6863,fr:Tomates de?rovence lute à base de tomates,Tomates de?rovence lute à base de tomates,1
6864,fr:Traces éventuelles de l,Traces éventuelles de l,1
6865,fr:Traces éventuelles de jl,Traces éventuelles de jl,1
6866,fr:Traces éventuelles de,Traces éventuelles de,1
6867,fr:Traces éveftjelles de éleri et de iat,Traces éveftjelles de éleri et de iat,1
6868,fr:Traces possibles,Traces possibles,1
6869,fr:Traces possbies,Traces possbies,1
6870,fr:Traces eventuelles de tait,Traces eventuelles de tait,1
6871,fr:Traces de céréales contenant du glute l moutarde et graines de sésame Avant ouverture,Traces de céréales contenant du glute l moutarde et graines de sésame Avant ouverture,1
6872,fr:Traces de ceréales contenant du gluten,Traces de ceréales contenant du gluten,1
6873,fr:Trace éventuelles de céleri et d oeuf,Trace éventuelles de céleri et d oeuf,1
6874,"fr:Tomato paste""","Tomato paste""",1
6875,fr:Tomato Ketchup,Tomato Ketchup,1
6876,fr:Tomato,Tomato,1
6877,fr:Tomates séchées partiellement réhydratées,Tomates séchées partiellement réhydratées,1
6878,fr:Tomates séches,Tomates séches,1
6879,fr:Tomates rôties au four Fromage Parmigiano-Reggiano AOP,Tomates rôties au four Fromage Parmigiano-Reggiano AOP,1
6880,fr:Tomates passées au tamis,Tomates passées au tamis,1
6881,fr:Tomates italiennes,Tomates italiennes,1
6882,fr:Tomates fines coupées,Tomates fines coupées,1
6883,fr:Salmo sala,Salmo sala,1
6884,fr:Sall,Sall,1
6885,fr:SalQGevtürz,SalQGevtürz,1
6886,fr:Produit En Italie,Produit En Italie,1
6887,fr:Produits issus de l'agricufture,Produits issus de l'agricufture,1
6888,fr:Produits decongel? reCOnge!er_ Traces éventue,Produits decongel? reCOnge!er_ Traces éventue,1
6889,fr:Produit par,Produit par,1
6890,fr:Produit frit à base de viandes de porc et bovine hachées,Produit frit à base de viandes de porc et bovine hachées,1
6891,fr:Produit et confectionné par,Produit et confectionné par,1
6892,fr:Produit en Italie par Elli soclò A consommer de préférence ayant le,Produit en Italie par Elli soclò A consommer de préférence ayant le,1
6893,fr:Produit en Italie par Elli Saclò préférence avant le,Produit en Italie par Elli Saclò préférence avant le,1
6894,fr:Produit en Italie par Elli Saclà A consommer de préférence ayant le,Produit en Italie par Elli Saclà A consommer de préférence ayant le,1
6895,fr:Produit de l'Agriculture Bioloéque,Produit de l'Agriculture Bioloéque,1
6896,fr:Produis décongelés,Produis décongelés,1
6897,fr:Porto 0‚8,Porto 0‚8,1
6898,fr:ProduftEn ttde,ProduftEn ttde,1
6899,fr:Prodotto In,Prodotto In,1
6900,fr:Procesatînltalia,Procesatînltalia,1
6901,fr:Preparation culinaire à base de tomates et viande bove ngredtients,Preparation culinaire à base de tomates et viande bove ngredtients,1
6902,fr:Pour profiter pleirêàr quelques minutes à feu doux en y incorporant les pâtes TOMATE AU FROMAGE RICOTTA et AU BASILIC pulpe de tomate,Pour profiter pleirêàr quelques minutes à feu doux en y incorporant les pâtes TOMATE AU FROMAGE RICOTTA et AU BASILIC pulpe de tomate,1
6903,fr:Pour assaisonner vos vinaigrettes et m 10 g par litre de préparation,Pour assaisonner vos vinaigrettes et m 10 g par litre de préparation,1
6904,fr:Pour accommoder delicieusement vos plats de pâtes,Pour accommoder delicieusement vos plats de pâtes,1
6905,fr:Pour 4 personnes 102524 12-18 325714 CONSERVATION,Pour 4 personnes 102524 12-18 325714 CONSERVATION,1
6906,fr:Pour 2 personnes CONSERVATION,Pour 2 personnes CONSERVATION,1
6907,fr:Produits issus de l'agriculture biodynamique certifiés par Demeter,Produits issus de l'agriculture biodynamique certifiés par Demeter,1
6908,fr:Produits issus de l'agricultute bioloaique,Produits issus de l'agricultute bioloaique,1
6909,fr:Provence 01 longued0,Provence 01 longued0,1
6910,fr:Provence et Languedoc,Provence et Languedoc,1
6911,"fr:Pulpe de tomates pelées 49,1 % purée de tomate",Pulpe de tomates pelées 49.1% purée de tomate,1
6912,fr:Pulpe de tomates italiennes,Pulpe de tomates italiennes,1
6913,fr:Pulpe de tomates fraîches avec morceaux et purées de tomates fraiches,Pulpe de tomates fraîches avec morceaux et purées de tomates fraiches,1
6914,fr:Pulpe de tomates fraîches avec morceaux et purées de tomates,Pulpe de tomates fraîches avec morceaux et purées de tomates,1
6915,fr:Pulpe de tomates fraîches avec morceaux et purée de tomates fraîches,Pulpe de tomates fraîches avec morceaux et purée de tomates fraîches,1
6916,fr:Pulpe de tomates fraîches avec morceaux et purees de tomates fraîches,Pulpe de tomates fraîches avec morceaux et purees de tomates fraîches,1
6917,fr:Pulpe de tomates fraiches avec morceaux et purées de tomates fraîches,Pulpe de tomates fraiches avec morceaux et purées de tomates fraîches,1
6918,fr:Pulpe de tomates concentre de tomates olives noires huile d olive oignon câpres pâte d anchois vin blanc ail persil basilique piment,Pulpe de tomates concentre de tomates olives noires huile d olive oignon câpres pâte d anchois vin blanc ail persil basilique piment,1
6919,fr:Pulpe de tomates ave orceaux et purée de tomates,Pulpe de tomates ave orceaux et purée de tomates,1
6920,fr:Pulpe de tomate avec morceaux et purée de tomate à base de concentré,Pulpe de tomate avec morceaux et purée de tomate à base de concentré,1
6921,fr:Puloe de tomates aveç morceaux et purées de tomates ITR,Puloe de tomates aveç morceaux et purées de tomates ITR,1
6922,fr:Préparée avec des légumes de orservateur,Préparée avec des légumes de orservateur,1
6923,fr:Préparation déshydratée pour sauce salade,Préparation déshydratée pour sauce salade,1
6924,fr:Préparation de viande séparée mécaniquement de poulet traitée en salaison et de protéines de soja,Préparation de viande séparée mécaniquement de poulet traitée en salaison et de protéines de soja,1
6925,fr:Préparation céréalière,Préparation céréalière,1
6926,fr:Préparation culinaire,Préparation culinaire,1
6927,fr:Préparation au basilic rouge,Préparation au basilic rouge,1
6928,fr:Préparation au basilic,Préparation au basilic,1
6929,fr:Préparation,Préparation,1
6930,fr:Poulet et canard,Poulet et canard,1
6931,fr:Portion de filets de colin d'Alaska,Portion de filets de colin d'Alaska,1
6932,fr:Saclà Italia Sarl,Saclà Italia Sarl,1
6933,fr:Pasteurisé,Pasteurisé,1
6934,fr:Persill Origan séché,Persill Origan séché,1
6935,fr:Pepperoni,Pepperoni,1
6936,fr:Pepper,Pepper,1
6937,fr:Peperon,Peperon,1
6938,fr:Pennes précuites huilées,Pennes précuites huilées,1
6939,fr:Penaeus vannamei élevées en Equateur,Penaeus vannamei élevées en Equateur,1
6940,fr:Pecorino Romano DOP,Pecorino Romano DOP,1
6941,fr:Pastis de Marseille,Pastis de Marseille,1
6942,fr:Pasteurize,Pasteurize,1
6943,fr:Pasi éhetnefrigoriferdhe te konsumohet Brenda 2 diteve,Pasi éhetnefrigoriferdhe te konsumohet Brenda 2 diteve,1
6944,fr:Porioite également pour préparer une brusche to gratinée de Ingtédients,Porioite également pour préparer une brusche to gratinée de Ingtédients,1
6945,fr:Pasata d p Tucine 9‚1,Pasata d p Tucine 9‚1,1
6946,fr:Parure de porc,Parure de porc,1
6947,fr:Parure de canard,Parure de canard,1
6948,fr:Parrrmyano Reggiano AOP,Parrrmyano Reggiano AOP,1
6949,fr:Parmigiano reggiaiio cheese pinekemel,Parmigiano reggiaiio cheese pinekemel,1
6950,fr:Parmigiano Reggiano AOP llù)2Q90,Parmigiano Reggiano AOP llù)2Q90,1
6951,fr:Parmiggiano Reggiano,Parmiggiano Reggiano,1
6952,fr:Parmi3iano Reqgiano OOP,Parmi3iano Reqgiano OOP,1
6953,fr:Paprika rouge grillées,Paprika rouge grillées,1
6954,fr:Pesto Alla Genovese B,Pesto Alla Genovese B,1
6955,fr:Pesto Ingédients,Pesto Ingédients,1
6956,fr:Petersffte,Petersffte,1
6957,fr:Pflanzensterinester 12‚5 oflanfiche Fette,Pflanzensterinester 12‚5 oflanfiche Fette,1
6958,fr:Porc traité en salaison à la sauce aigre-douce,Porc traité en salaison à la sauce aigre-douce,1
6959,fr:Poliphosphate de sodium,Poliphosphate de sodium,1
6960,fr:Poivrons rouges jaunes et verts,Poivrons rouges jaunes et verts,1
6961,fr:Poivrons piquillo 59 % mangue,Poivrons piquillo 59% mangue,1
6962,fr:Poivre vert en grains,Poivre vert en grains,1
6963,fr:Poivre noir moulut Huile dlolive vierge extra,Poivre noir moulut Huile dlolive vierge extra,1
6964,fr:Poivre noir mou u,Poivre noir mou u,1
6965,fr:Poivre Noir Moul Information sur les allergènes,Poivre Noir Moul Information sur les allergènes,1
6966,fr:Pois chiches et fromage blanc Ingrédients,Pois chiches et fromage blanc Ingrédients,1
6967,fr:Poireaux* épices,Poireaux* épices,1
6968,fr:Poids net,Poids net,1
6969,fr:Po otwarciu,Po otwarciu,1
6970,fr:Plonger le sachet 10 min,Plonger le sachet 10 min,1
6971,fr:Pinœnt,Pinœnt,1
6972,fr:Piment du Pays àsgue,Piment du Pays àsgue,1
6973,fr:Piment correcteur d Tontenir des traces de,Piment correcteur d Tontenir des traces de,1
6974,fr:Piment 35 % Sucre,Piment 35% Sucre,1
6975,fr:Pignons pilés,Pignons pilés,1
6976,fr:Pi,Pi,1
6977,fr:Pulpes de tomates avec morceaux et concentré de tomate,Pulpes de tomates avec morceaux et concentré de tomate,1
6978,fr:Pupe de tomate de,Pupe de tomate de,1
6979,fr:Purée Huik} d'Oliw Verw Erra,Purée Huik} d'Oliw Verw Erra,1
6980,fr:SANS COLORANT SANS CONSERVATEUR,SANS COLORANT SANS CONSERVATEUR,1
6981,fr:SAUCE SOJA EPAISSE,SAUCE SOJA EPAISSE,1
6982,fr:SAUCE SATAY coco,SAUCE SATAY coco,1
6983,fr:SAUCE BOLOGNESE,SAUCE BOLOGNESE,1
6984,fr:SAUCE BOLOGNAISE INGREDZNTS,SAUCE BOLOGNAISE INGREDZNTS,1
6985,fr:SAUCE AUX TOb,SAUCE AUX TOb,1
6986,fr:SAUCE AUX POIVRONS et RICOTTA Ingrédients poivrons rouges,SAUCE AUX POIVRONS et RICOTTA Ingrédients poivrons rouges,1
6987,fr:SAUCE AUX AUBERGINES et AU PARMESAN Ingrédients Coulis de tomates de Provence,SAUCE AUX AUBERGINES et AU PARMESAN Ingrédients Coulis de tomates de Provence,1
6988,fr:SAUCE A BASE DE LEGUMES,SAUCE A BASE DE LEGUMES,1
6989,fr:SANSVIANDEAVECSOJA,SANSVIANDEAVECSOJA,1
6990,fr:SACLÀ ITALIA SARL,SACLÀ ITALIA SARL,1
6991,fr:Purée de tomate mi,Purée de tomate mi,1
6992,fr:SACLA ITALIA SAS,SACLA ITALIA SAS,1
6993,fr:S)JCEARRABBIATA Ingüents,S)JCEARRABBIATA Ingüents,1
6994,fr:S'JGGESTION The Basilissimo sauce is be recommended With white fish such as hake,S'JGGESTION The Basilissimo sauce is be recommended With white fish such as hake,1
6995,fr:S%zt È,S%zt È,1
6996,fr:Réfrigérerapresoults veiller à ce que le produit soit bien immergé l'huiled consommer rapidement,Réfrigérerapresoults veiller à ce que le produit soit bien immergé l'huiled consommer rapidement,1
6997,fr:Réchauffez la sauce à feu moyen et au miro-ondes après avoir retiré le couvercle,Réchauffez la sauce à feu moyen et au miro-ondes après avoir retiré le couvercle,1
6998,fr:Rue Michel Carré,Rue Michel Carré,1
6999,fr:Rouille Rouille Saus E?ices rouille,Rouille Rouille Saus E?ices rouille,1
7000,fr:Rouge,Rouge,1
7001,fr:SAUCE TOMATE ARRABBIATA,SAUCE TOMATE ARRABBIATA,1
7002,fr:SAUCE TOMATE AUX BASILICS VERT et POURPRE Ingrédients Pulpe et purée de tomates,SAUCE TOMATE AUX BASILICS VERT et POURPRE Ingrédients Pulpe et purée de tomates,1
7003,fr:SAUCE TOMATE AUX CHAMPIGNONS purée,SAUCE TOMATE AUX CHAMPIGNONS purée,1
7004,fr:SAUCE TOMATE AUX FROMAGES Ingrédients.' tomates,SAUCE TOMATE AUX FROMAGES Ingrédients.' tomates,1
7005,fr:Saaqçe_condimensairs &lt,Saaqçe_condimensairs &lt,1
7006,fr:Sa tce aux légumes conseils d'utilisation,Sa tce aux légumes conseils d'utilisation,1
7007,fr:SUCO SAUCE SOSSE huile Ingté-dientt,SUCO SAUCE SOSSE huile Ingté-dientt,1
7008,fr:STE MAURE AOP* 10 % CRU DE,STE MAURE AOP* 10% CRU DE,1
7009,fr:SOLE BASILICU ASTAOURA,SOLE BASILICU ASTAOURA,1
7010,fr:SOJA sorbate de potassium,SOJA sorbate de potassium,1
7011,fr:SLIGO PRONTO Al FUNGHI PORCINI ângredienti,SLIGO PRONTO Al FUNGHI PORCINI ângredienti,1
7012,fr:SKIAD,SKIAD,1
7013,fr:SHIKO LID,SHIKO LID,1
7014,fr:SESAME noir,SESAME noir,1
7015,fr:SEL BASILIC ACIDIFIANT,SEL BASILIC ACIDIFIANT,1
7016,fr:SEERDEZWARTEOL,SEERDEZWARTEOL,1
7017,"fr:SBIRACHA CHILLI SAUCE 430ML Satece sriracha pimentée ""REAL THAI"" g","SBIRACHA CHILLI SAUCE 430ML Satece sriracha pimentée ""REAL THAI"" g",1
7018,fr:SAUMON rose du Pacifique sauvage,SAUMON rose du Pacifique sauvage,1
7019,fr:SAUMON Atlantique d'élevage,SAUMON Atlantique d'élevage,1
7020,fr:SAUCETHAI P9UR STEAK pau,SAUCETHAI P9UR STEAK pau,1
7021,fr:SAUCE WITH TOMATO AND PORCINI MUSHROOMS Virgin olive 12‚81,SAUCE WITH TOMATO AND PORCINI MUSHROOMS Virgin olive 12‚81,1
7022,fr:SAUCE TOt4XECUlS,SAUCE TOt4XECUlS,1
7023,fr:SAUCE TOMATE AUX OLIVES VERTES tr NOIRES ln rédients,SAUCE TOMATE AUX OLIVES VERTES tr NOIRES ln rédients,1
7024,fr:Roquette 2 % CÉLERI,Roquette 2% CÉLERI,1
7025,fr:Romarin seché,Romarin seché,1
7026,fr:Rohrohrzucker,Rohrohrzucker,1
7027,fr:PŒep npturels de ptment,PŒep npturels de ptment,1
7028,fr:Pâtes alimentaires type macaroni cuites,Pâtes alimentaires type macaroni cuites,1
7029,fr:Pâtes alimentaires rigatoni cuites,Pâtes alimentaires rigatoni cuites,1
7030,fr:Pâtes alimentaires cuites type penne,Pâtes alimentaires cuites type penne,1
7031,fr:Pâtes alimentaires aux oeufs type Festonate cuites,Pâtes alimentaires aux oeufs type Festonate cuites,1
7032,fr:Pâtes alimentaires aux ceufs mini farfalle cuites,Pâtes alimentaires aux ceufs mini farfalle cuites,1
7033,fr:Pâtes Penne précuites,Pâtes Penne précuites,1
7034,fr:Pâte alimentaire penne cuite,Pâte alimentaire penne cuite,1
7035,fr:Pâte 45 % farine de blé tendre,Pâte 45% farine de blé tendre,1
7036,fr:PËRBËRËSIT,PËRBËRËSIT,1
7037,fr:PÂTE DE SOJA,PÂTE DE SOJA,1
7038,fr:Pyons de pin,Pyons de pin,1
7039,fr:Purée et pulpe de tomate de Provence 760,Purée et pulpe de tomate de Provence 760,1
7040,fr:Purée de tomates omates,Purée de tomates omates,1
7041,fr:Purée de tomates mi,Purée de tomates mi,1
7042,fr:Purée de tomates fraîches avec morceaux et purées de tomates fraîches,Purée de tomates fraîches avec morceaux et purées de tomates fraîches,1
7043,fr:Purée de tomates de Provence et Languedoc à base de concentré,Purée de tomates de Provence et Languedoc à base de concentré,1
7044,fr:Purée de tomates avec morceaux et concentré de tomates,Purée de tomates avec morceaux et concentré de tomates,1
7045,fr:Purée de tomates 72,Purée de tomates 72,1
7046,fr:Purée de tomate* de France double concentrée à,Purée de tomate* de France double concentrée à,1
7047,fr:Pâtes aux _œufs_ farcies cuites,Pâtes aux _œufs_ farcies cuites,1
7048,fr:Qarlic,Qarlic,1
7049,fr:Riz cuit préparé aux poivrons et émincé de filet de poulet traité en salaison cuit rôti,Riz cuit préparé aux poivrons et émincé de filet de poulet traité en salaison cuit rôti,1
7050,fr:Quantités mises en œuvre pour obtenir 100g de produit,Quantités mises en œuvre pour obtenir 100g de produit,1
7051,fr:Riz basmati aux graines de sésame,Riz basmati aux graines de sésame,1
7052,fr:Rillettes au saumon keta du Pacifique etsaumon fume,Rillettes au saumon keta du Pacifique etsaumon fume,1
7053,fr:Riesling,Riesling,1
7054,fr:Ricotta 200,Ricotta 200,1
7055,fr:Ribfiavn,Ribfiavn,1
7056,fr:Rehydrated sun,Rehydrated sun,1
7057,fr:Refrigeratea,Refrigeratea,1
7058,fr:Red Rice vinegapSugar,Red Rice vinegapSugar,1
7059,fr:Recette du Pays Basqué Agiter avant usage A consommer de préférence avant la date figurant sur la bouteille,Recette du Pays Basqué Agiter avant usage A consommer de préférence avant la date figurant sur la bouteille,1
7060,fr:Raucharoma,Raucharoma,1
7061,fr:RILLETTES DE SAUMON,RILLETTES DE SAUMON,1
7062,fr:RICOTTA double concentré de tomate,RICOTTA double concentré de tomate,1
7063,fr:REDIENTS Foie gras de canard,REDIENTS Foie gras de canard,1
7064,fr:RD 1006-73490 La Ravoire 3807 Email,RD 1006-73490 La Ravoire 3807 Email,1
7065,fr:R DEN HRANCE ruc Michel Carr ARGENTEUIL nutritionnel& l'iG,R DEN HRANCE ruc Michel Carr ARGENTEUIL nutritionnel& l'iG,1
7066,fr:R 03 Mindestens haltbar bis,R 03 Mindestens haltbar bis,1
7067,fr:Quenelles de volaille,Quenelles de volaille,1
7068,fr:Quenelles de brochet,Quenelles de brochet,1
7069,fr:Quenelle,Quenelle,1
7070,fr:Contientdess,Contientdess,1
7071,fr:Contient des _suflites_,Contient des _suflites_,1
7072,en:salt-from-camargue,sel de camargue,1
7073,en:tomato-sauce,Sauce à base de tomate,1
7074,en:turmeric,CURCUMA,1
7075,en:turkey,dinde,1
7076,en:truffle,truffe,1
7077,en:tree-nuts,autres Noi,1
7078,en:totally-hydrogenated-palm-fat,graisses végétales de palme totalement hydrogénée,1
7079,en:tomato-sauce,sauce tomates,1
7080,en:tomato-sauce,_sauce tomate_,1
7081,en:tomato-sauce,Tomatensauce,1
7082,en:tomato-sauce,Sauce à la tomate,1
7083,en:tomato-puree,tomato puree,1
7084,en:tomato-cubes,dés de de tomates,1
7085,en:tomato-puree,pasta de tomate,1
7086,en:tomato-puree,concentrado de tomate,1
7087,en:tomato-puree,Tomatpuré,1
7088,en:tomato-puree,PASTA DE TOMATE,1
7089,en:tomato-pulp,tomato pulp,1
7090,en:tomato-pulp,Tomato pulp,1
7091,en:tomato-pulp,Pulpes de tomates,1
7092,en:tomato-powder,tomate en polvo,1
7093,en:tomato-powder,tomate deshydratée,1
7094,en:turmeric,Kurkuma,1
7095,en:turmeric,Turmeric,1
7096,en:turmeric,dont curcuma,1
7097,en:turmeric,turmeric,1
7098,en:vegetable-fiber,Vegetable fibre,1
7099,en:vegetable-fiber,Fibre végétale,1
7100,en:vegetable-fiber,Fibra vegetale,1
7101,en:vegetable-fat,grasas vegetales,1
7102,en:vegetable-concentrate,concentrés de légumes,1
7103,en:vegetable-broth,fond de légumes,1
7104,en:vegetable-broth,Bouillon de légumes,1
7105,en:vegetable-blend,mélange de légumes,1
7106,en:vegetable,vegetables,1
7107,en:vegetable,hortalizas,1
7108,en:vegetable,Légumes,1
7109,en:vegetable,Gemüse,1
7110,en:variable proportion,variable proportion,1
7111,en:unsalted-butter,_beurre_ doux,1
7112,en:unrefined-sea-salt,Sel de mer non raffiné,1
7113,en:unrefined-cane-sugar,sucre de canne roux,1
7114,en:unrefined-cane-sugar,sucre brut* de canne,1
7115,en:unrefined-cane-sugar,raw cane sugar,1
7116,en:turmeric-powder,curcuma déshydraté,1
7117,en:tomato-powder,"Tomatenpulver""",1
7118,en:tomato-cubes,dès de tomate,1
7119,en:vegetable-oil,Huile végétale,1
7120,en:tagliatelle,Tagliatelles,1
7121,en:tapioca-starch,Amidon de tapioca,1
7122,en:tapioca-flour,farine de tapioca,1
7123,en:tamarind-extract,Tamarindenextrakt,1
7124,en:tamarind,tamarins,1
7125,en:tamarind,tamarind,1
7126,en:tamarind,Tamarind,1
7127,en:tamarind,Tamarin,1
7128,en:tamarind,TAMARIN,1
7129,en:tamari,Tamari,1
7130,en:t ?rated cheese,t ?rated cheese,1
7131,en:tomato-cubes,Dés de tomates,1
7132,en:t,t,1
7133,en:sweet-and-sour-sauce,sauce aigre douce,1
7134,en:sweet-and-sour-sauce,Sauce aigre-douce,1
7135,en:sweet-and-sour-sauce,Sauce aigre douce,1
7136,en:surimi,surimi,1
7137,en:superior-quality-durum-wheat-semolina,semoule de blé dur de qualité supérieure,1
7138,en:superior-quality-durum-wheat-semolina,semoule de _blé_ dur de qualité supérieure,1
7139,en:sunflower-seed,Graines de tournesol,1
7140,en:sunflower-seed,Graines de Tournesol,1
7141,en:tapioca-starch,tapioca,1
7142,en:tea,thé,1
7143,en:textured-wheat-protein,protéines de _blé_ texturées,1
7144,en:textured-wheat-protein,protéines de blé texturées,1
7145,en:tomato puree half-reduced,tomato puree half-reduced,1
7146,en:tomato,tomato,1
7147,en:tomato,pomodoro,1
7148,en:tomato,pomodori,1
7149,en:tomato,de tomates,1
7150,en:tomato,TOMATE,1
7151,en:thyme,Thyme,1
7152,en:thunnus-alalonga,germon,1
7153,en:thickener,ÉPAISSISSANT,1
7154,en:thickener,verdikkingsmiddel,1
7155,en:thickener,verdickungsmittel,1
7156,en:thickener,epaississants,1
7157,en:thickener,epaississant,1
7158,en:thickener,addensante,1
7159,en:thickener,Epaississants,1
7160,en:thickener,EPAISSISSANTS,1
7161,en:thickener,EPAISSISSANT,1
7162,en:thiamin,vitamine B1,1
7163,en:thai-rice,Riz thai,1
7164,en:vegetable-oil,Aceites vegetales,1
7165,en:vegetable-oil,Huiles Végétales,1
7166,en:sunflower-oil,la huile de tournesol,1
7167,en:wheat-protein,protéine de blé,1
7168,en:whey-powder,LACTOSÉRUM en poudre,1
7169,en:whey-permeate,perméat de lactosérum,1
7170,en:whey,sérum de lait,1
7171,en:whey,_whey_,1
7172,en:whey,_Lactosérum_,1
7173,en:whey,Petit lait,1
7174,en:whey,Lactosérum,1
7175,en:whey,LACTOSERUM,1
7176,en:wheat-syrup,sirop de blé,1
7177,en:wheat-malt,malt de BLE,1
7178,en:wheat-dextrose,dextrose de _blé_,1
7179,en:wheat-gluten,_gluten_ de blé,1
7180,en:wheat-germ,germe de ble,1
7181,en:wheat-flour,harina de trigo,1
7182,en:wheat-flour,farine de froment,1
7183,en:wheat-flour,farine de _froment_,1
7184,en:wheat-flour,farine de _blé,1
7185,en:wheat-flour,farina di grano tenero,1
7186,en:wheat-flour,WEIZENMEHL,1
7187,en:wheat-flour,Farine de _froment_,1
7188,en:whey-powder,Siero di latte in polvere,1
7189,en:whey-powder,_Molkepulver_,1
7190,en:whey-powder,_lactosérum_ en poudre,1
7191,en:whey-powder,poudre de LACTOSERUM,1
7192,en:white-wine,Vin blanc,1
7193,en:white-wine,VIN BLANC,1
7194,en:white-wine,"Et"" vin blanc",1
7195,en:white-sugar,sucre blanc,1
7196,en:white-quinoa,quinoa blanc*,1
7197,en:white-quinoa,quinoa blanc,1
7198,en:white-cabbage,Choux blanc,1
7199,en:white-beans,Weiße Bohnen,1
7200,en:whiskey,Whisky,1
7201,en:whey-product,produit à base de lactosérum,1
7202,en:whey-product,Molkenerzeugnis,1
7203,en:whey-product,MOLKENERZEUGNIS,1
7204,en:whey-powder,whey powder,1
7205,en:whey-powder,sérum de lait en poudre,1
7206,en:whey-powder,suero lácteo en polvo,1
7207,en:whey-powder,siero di latte in polvere,1
7208,en:whey-powder,siero di LATTE in polvere,1
7209,en:whey-powder,poudre de _lactosérum_,1
7210,en:whey-powder,poudre de LACTOSÉRUM,1
7211,en:wheat-flour,Farine de FROMENT,1
7212,en:wheat-cakes,Galette de _blé_,1
7213,en:vegetable-oil,Vegetable Oils,1
7214,en:vinaigre de vin,vinaigre de vin,1
7215,en:vitamin-a,vitamina A,1
7216,en:vitamin-a,Vitamin A,1
7217,en:vinegar-gherkin,cornichons au vinaigre,1
7218,en:vinegar,ättika,1
7219,en:vinegar,vinäger,1
7220,en:vinegar,vinaigre d'a,1
7221,en:vinegar,vinaigre blanc,1
7222,en:vinegar,ocet,1
7223,en:vinegar,aceto,1
7224,en:vinaigre,vinaigre,1
7225,en:wheat,wheat,1
7226,en:viande de b?uf,viande de b?uf,1
7227,en:vermouth,vermouth,1
7228,en:vermicelli,vermicelle,1
7229,en:vegetable-protein,protéine végétale,1
7230,en:vegetable-protein,avec protéines végétales,1
7231,en:vegetable-oil-and-fat,huiles et graisses végétales,1
7232,en:vegetable-oil-and-fat,Huiles et graisses végétales,1
7233,en:vegetable-oil,plantaardige olie,1
7234,en:vegetable-oil,huiles végetales,1
7235,en:vitamin-b12,vitamine B12,1
7236,en:vitamin-b12,vitamine b12,1
7237,en:vitamin-b6,vitamine B6,1
7238,en:vitamin-d,vitamina D,1
7239,en:wheat,mit WEIZEN,1
7240,en:wheat,dont blé,1
7241,en:wheat,dont FROMENT,1
7242,en:wheat,dont BLE,1
7243,en:wheat,ble,1
7244,en:wheat,_Blé_,1
7245,en:welsh-onion,la ciboule,1
7246,en:water-chestnut,châtaigne d'eau,1
7247,en:water dried tomatoes,water dried tomatoes,1
7248,en:water,Trinkwasser,1
7249,en:water,Acqua,1
7250,en:water,AGUA,1
7251,en:wasabi,wasabi,1
7252,en:walnut,walnuts,1
7253,en:walnut,_Walnüsse_,1
7254,en:volvariella-volvacea,volvaria volvacea,1
7255,en:vitamins,vitamins,1
7256,en:vitamins,vitaminas,1
7257,en:vitamin-e,vitamina E,1
7258,en:sunflower-oil,zonnebloemolie,1
7259,en:sunflower-oil,huile tournesol,1
7260,fr:Contient 100g de préparé contient Energie,Contient 100g de préparé contient Energie,1
7261,en:shiitake,champignon noirs,1
7262,en:sirop de glucose,sirop de glucose,1
7263,en:siop of glucaose,siop of glucaose,1
7264,en:shrimp-powder,poudre de crevettes,1
7265,en:shrimp-powder,poudre de crevette,1
7266,en:shrimp-powder,poudre de _crevette_,1
7267,en:shrimp-paste,pâte de crevettes,1
7268,en:shrimp-paste,PATE DE CREVETTE,1
7269,en:shrimp,_crevette_,1
7270,en:shrimp,CREVETTES,1
7271,en:shiitake,Champignons noirs,1
7272,en:sets huile de tournesol,sets huile de tournesol,1
7273,en:sheeps-milk,_lait de brebis_,1
7274,en:sheeps-milk,_Lait_ de brebis,1
7275,en:sheeps-milk,LECHE de oveja,1
7276,en:sheeps-milk,LAIT DE BREBIS,1
7277,en:sheep-s-milk-cheese,Schafskäse,1
7278,en:sheep-and-goat-milk,_lait_ de brebis et de chèvre,1
7279,en:shallot,scalogno,1
7280,en:shallot,Schalotten,1
7281,en:shallot,Echalotes,1
7282,en:skim-milk-and-pasteurized-cream,lait écrémé et creme pasteurisés,1
7283,en:skimmed-milk,_lait_ écrèmé,1
7284,en:skimmed-milk,_lait_ écrémé,1
